filename,left_x,left_y,right_x,right_y
frame_0_00_02_236203.jpg,172,299,308,301
frame_0_00_02_269580.jpg,173,299,308,301
frame_0_00_02_302956.jpg,173,299,307,301
frame_0_00_02_336332.jpg,173,299,308,300
frame_0_00_02_369708.jpg,173,299,307,301
frame_0_00_02_403084.jpg,173,299,307,300
frame_0_00_02_436461.jpg,172,299,307,300
frame_0_00_02_469837.jpg,172,299,307,300
frame_0_00_02_503213.jpg,173,299,307,301
frame_0_00_02_536589.jpg,172,299,307,301
frame_0_00_02_569965.jpg,172,299,307,301
frame_0_00_02_603341.jpg,172,299,307,301
frame_0_00_02_636718.jpg,172,299,307,301
frame_0_00_02_670094.jpg,172,299,307,301
frame_0_00_02_703470.jpg,172,299,307,301
frame_0_00_02_736846.jpg,172,299,307,301
frame_0_00_02_770222.jpg,172,299,307,300
frame_0_00_02_803598.jpg,172,299,307,301
frame_0_00_02_836975.jpg,172,299,307,301
frame_0_00_02_870351.jpg,172,299,307,301
frame_0_00_02_903727.jpg,172,299,307,301
frame_0_00_02_937103.jpg,172,299,307,301
frame_0_00_02_970479.jpg,172,299,307,301
frame_0_00_03_003856.jpg,172,299,307,301
frame_0_00_03_037232.jpg,172,299,307,301
frame_0_00_03_070608.jpg,172,299,307,301
frame_0_00_03_103984.jpg,172,299,307,301
frame_0_00_03_137360.jpg,172,299,307,301
frame_0_00_03_170736.jpg,172,299,307,301
frame_0_00_03_204113.jpg,172,299,307,301
frame_0_00_03_237489.jpg,172,298,307,301
frame_0_00_03_270865.jpg,172,298,307,301
frame_0_00_03_304241.jpg,172,299,307,301
frame_0_00_03_337617.jpg,172,299,307,301
frame_0_00_03_370994.jpg,172,299,307,301
frame_0_00_03_404370.jpg,172,298,307,301
frame_0_00_03_437746.jpg,172,298,307,301
frame_0_00_03_471122.jpg,172,298,307,301
frame_0_00_03_504498.jpg,172,299,307,301
frame_0_00_03_537874.jpg,172,298,307,301
frame_0_00_03_571251.jpg,172,298,307,301
frame_0_00_03_604627.jpg,172,298,307,301
frame_0_00_03_638003.jpg,172,298,307,301
frame_0_00_03_671379.jpg,172,298,307,301
frame_0_00_03_704755.jpg,172,298,307,301
frame_0_00_03_738131.jpg,172,298,307,301
frame_0_00_03_771508.jpg,172,298,307,301
frame_0_00_03_804884.jpg,172,298,307,300
frame_0_00_03_838260.jpg,172,298,307,301
frame_0_00_03_871636.jpg,173,298,307,301
frame_0_00_03_905012.jpg,173,298,307,301
frame_0_00_03_938389.jpg,173,298,307,301
frame_0_00_03_971765.jpg,173,298,307,301
frame_0_00_04_005141.jpg,173,298,307,301
frame_0_00_04_038517.jpg,173,298,307,301
frame_0_00_04_071893.jpg,173,298,307,301
frame_0_00_04_105269.jpg,173,298,307,301
frame_0_00_04_138646.jpg,173,298,307,301
frame_0_00_04_172022.jpg,172,298,307,301
frame_0_00_04_205398.jpg,172,298,307,301
frame_0_00_04_238774.jpg,172,298,307,301
frame_0_00_04_272150.jpg,172,298,307,301
frame_0_00_04_305526.jpg,172,298,307,301
frame_0_00_04_338903.jpg,172,298,307,301
frame_0_00_04_372279.jpg,172,298,307,301
frame_0_00_04_405655.jpg,172,298,307,301
frame_0_00_04_439031.jpg,172,298,307,301
frame_0_00_04_472407.jpg,172,298,307,301
